,distance,altitude,velocity,mass,time
0,0.0,0.0,0.0,1534.0,0.0
1,0.24624253620609293,0.12087510898709297,21.95792471830159,1534.0,0.025000625015625392
2,0.9861289569608896,0.4841166138648987,43.99469101773337,1523.2142857142858,0.050001250031250784
3,2.2214064309898296,1.0906536057591438,66.11084284310724,1523.2142857142858,0.07500187504687618
4,3.9538341500411676,1.9414216317236423,88.30692919648165,1512.4285714285716,0.10000250006250157
5,6.188096168209076,3.0316521041095257,110.59506643966192,1512.4285714285716,0.12500312507812697
6,8.93281161445848,4.348792634904385,132.9709637933177,1501.6428571428573,0.15000375009375236
7,12.19129308615163,5.890647653490305,155.43249853472534,1501.6428571428573,0.17500437510937775
8,15.96662939749207,7.655480649322271,177.97967702909776,1490.8571428571431,0.20000500012500314
9,20.261753193438967,9.641890283674002,200.61265109681847,1490.8571428571431,0.22500562514062852
10,25.07948268036522,11.848732110112906,223.33167132848104,1480.071428571429,0.25000625015625394
11,30.42254983319726,14.275065250694752,246.13705917967224,1480.071428571429,0.27500687517187933
12,36.293620359162695,16.92011435702443,269.02918925574994,1469.2857142857147,0.3000075001875047
13,42.695308351028096,19.78324158489704,292.008477524535,1469.2857142857147,0.3250081252031301
14,49.6301873658388,22.86392529681325,315.07537317235955,1458.5000000000005,0.3500087502187555
15,57.100799010232436,26.16174352541566,338.2303528014986,1458.5000000000005,0.3750093752343809
16,65.10965973410731,29.67636089026928,361.4739161889716,1447.7142857142862,0.40001000025000627
17,73.65926630428973,33.40751803293824,384.80658311956245,1447.7142857142862,0.42501062526563166
18,82.75210028464443,37.35502300411463,408.2288909779149,1436.928571428572,0.45001125028125705
19,92.39063175436125,41.51874412968755,431.7413921800202,1436.928571428572,0.47501187529688244
20,102.57732226682546,45.89860399439931,455.3446379166841,1426.1428571428578,0.5000125003125079
21,113.31462725492489,50.4945742636919,479.03919487235896,1426.1428571428578,0.5250131253281333
22,124.60499852622448,55.306671518832445,502.82564933693243,1415.3571428571436,0.5500137503437587
23,136.45088628207324,60.33495357632637,526.7045952883791,1415.3571428571436,0.575014375359384
24,148.85474032456315,65.57951608672738,550.6765994293072,1404.5714285714294,0.6000150003750094
25,161.81901128983404,71.04048965126276,574.7422496549214,1404.5714285714294,0.6250156253906348
26,175.34615101324908,76.71803699806333,598.9020528183968,1393.7857142857151,0.6500162504062602
27,189.43861336562244,82.61235067620873,623.1565857655843,1393.7857142857151,0.6750168754218856
28,204.09885562946496,88.72365133464336,647.5063959715301,1383.000000000001,0.700017500437511
29,219.32933945031044,95.0521860383451,671.952078393046,1383.000000000001,0.7250181254531364
30,235.1325312212266,101.59822656214237,696.4940943124652,1372.2142857142867,0.7500187504687618
31,251.51089824495995,108.36206617578864,721.1328022712627,1372.2142857142867,0.7750193754843872
