,distance,altitude,velocity,mass,time
0,0.0,0.0,0.0,1534.0,0.0
1,0.18296628246861263,0.20042425766587257,21.723415718958353,1534.0,0.025000625015625392
2,0.7327261582604263,0.802687581628561,43.52569132399362,1523.2142857142858,0.050001250031250784
3,1.6505778099382145,1.808283470571041,65.40737115344412,1523.2142857142858,0.07500187504687618
4,2.9414712546032673,3.2154646515846252,87.37582965708,1512.4285714285716,0.10000250006250157
5,4.615641022318912,5.017740022391081,109.4293284920591,1512.4285714285716,0.12500312507812697
6,6.676801408532055,7.214420020580292,131.56669001979918,1501.6428571428573,0.15000375009375236
7,9.128251965485811,9.805199429392815,153.78803100167275,1501.6428571428573,0.17500437510937775
8,11.973014398191603,12.790039882063866,176.09360013654097,1490.8571428571431,0.20000500012500314
9,15.2139112430559,16.16910132020712,198.48373069844772,1490.8571428571431,0.22500562514062852
10,18.853616295197703,19.942697767168283,220.95881433434124,1480.071428571429,0.25000625015625394
11,22.89468889971614,24.111267123371363,243.51928537040965,1480.071428571429,0.27500687517187933
12,27.339598346180487,28.67534962296486,266.16561083559,1469.2857142857147,0.3000075001875047
13,32.190741852216576,33.63557190448046,288.8982838189308,1469.2857142857147,0.3250081252031301
14,37.45045821027674,38.99263493344188,311.71781888047474,1458.5000000000005,0.3500087502187555
15,43.1210383952898,44.74730459600687,334.62474878453907,1458.5000000000005,0.3750093752343809
16,49.20473397923227,50.900404285639524,357.61962211657664,1447.7142857142862,0.40001000025000627
17,55.703763923484324,57.452808886766434,380.70300150909986,1447.7142857142862,0.42501062526563166
18,62.62032014555015,64.40543991327286,403.8754622988033,1436.928571428572,0.45001125028125705
19,69.95657214263845,71.75926147028804,427.1375914961236,1436.928571428572,0.47501187529688244
20,77.71467080732134,79.51527682319283,450.48997471446154,1426.1428571428578,0.5000125003125079
21,85.8967514744923,87.67452529072762,473.93320320268504,1426.1428571428578,0.5250131253281333
22,94.50493690000579,96.23808001726866,497.46788853905156,1415.3571428571436,0.5500137503437587
23,103.54133977162701,105.20704596862197,521.0946499879308,1415.3571428571436,0.575014375359384
24,113.00806459679524,114.58255790919065,544.8140852305631,1404.5714285714294,0.6000150003750094
25,122.90720917344377,124.36577847972512,568.6267991753085,1404.5714285714294,0.6250156253906348
26,133.24086586530024,134.557896502316,592.5333422166483,1393.7857142857151,0.6500162504062602
27,144.01112241850703,145.16012515872717,616.5342967129758,1393.7857142857151,0.6750168754218856
28,155.2200636019481,156.17370130866766,640.6302309585182,1383.000000000001,0.700017500437511
29,166.86977222073938,167.5998844280839,664.8217487596701,1383.000000000001,0.7250181254531364
30,178.96233052367154,179.43995613977313,689.1094192097391,1372.2142857142867,0.7500187504687618
31,191.4998178288609,191.69521626085043,713.4935638564205,1372.2142857142867,0.7750193754843872
32,204.48431118618342,204.36698195710778,737.9747283302218,1361.4285714285725,0.8000200005000125
33,217.91788807120128,217.45658905804157,762.5533687077398,1361.4285714285725,0.8250206255156379
34,231.80262380775645,230.965388327837,787.2298166013068,1350.6428571428582,0.8500212505312633
35,246.14059350136847,244.89474626258016,812.0045984929692,1350.6428571428582,0.8750218755468887
36,260.93387449879054,259.24604646489024,836.8782512511093,1339.857142857144,0.9000225005625141
37,276.1845464652513,274.0206888243556,861.8512565006647,1339.857142857144,0.9250231255781395
38,291.8946872093928,289.2200846038759,886.9236300088049,1329.0714285714298,0.9500237505937649
39,308.06636970619223,304.8456528298557,912.0956905981511,1329.0714285714298,0.9750243756093903
40,324.7016700110146,320.898827239871,937.367976394689,1318.2857142857156,1.0000250006250158
41,341.80266615203755,337.3810545504093,962.7407239910973,1318.2857142857156,1.0250256256406411
