,distance,altitude,velocity,mass,time
0,0.0,0.0,0.0,1534.0,0.0
1,0.019454168116303825,0.26815319433808327,21.52173856199192,1534.0,0.025000625015625392
2,0.07790822198048497,1.073922049254179,43.12236028045184,1523.2142857142858,0.050001250031250784
3,0.17550019091882132,2.4192806221544743,64.80242324490848,1523.2142857142858,0.07500187504687618
4,0.31346242702032895,4.306138563901186,86.56255919708012,1512.4285714285716,0.10000250006250157
5,0.49282232970904694,6.736433394253254,108.40326854563625,1512.4285714285716,0.12500312507812697
6,0.7140754154320808,9.712154358625412,130.32510373202936,1501.6428571428573,0.15000375009375236
7,0.9776577604850617,13.235309060662985,152.32862503047332,1501.6428571428573,0.17500437510937775
8,1.2839649047740473,17.307922214269638,174.4143995196918,1490.8571428571431,0.20000500012500314
9,1.6333630784162227,21.93203502893448,196.58300060467673,1490.8571428571431,0.22500562514062852
10,2.0261964296862414,27.109704829752445,218.8350077804674,1480.071428571429,0.25000625015625394
11,2.462791959050388,32.84300481900573,241.17100651695634,1480.071428571429,0.27500687517187933
12,2.9434630408677016,39.13402400538325,263.5915882101692,1469.2857142857147,0.3000075001875047
13,3.4685120270851426,45.98486711829901,286.09735017283356,1469.2857142857147,0.3250081252031301
14,4.038232228003248,53.39765464141965,308.68889564961324,1458.5000000000005,0.3500087502187555
15,4.6529094552740675,61.37452280893922,331.366833848654,1458.5000000000005,0.3750093752343809
16,5.312823248172101,69.91762370988727,354.13177998442524,1447.7142857142862,0.40001000025000627
17,6.018247865011734,79.02912532910705,376.9843553287252,1447.7142857142862,0.42501062526563166
18,6.769453096719187,88.71121163666248,399.9251872678267,1436.928571428572,0.45001125028125705
19,7.5667049432543765,98.9660827331245,422.95490936441723,1436.928571428572,0.47501187529688244
20,8.410266177905845,109.79595483839512,446.07415321846725,1426.1428571428578,0.5000125003125079
21,9.300396804248283,121.20306013897061,469.2835460657148,1426.1428571428578,0.5250131253281333
22,10.237354478156206,133.18964694440365,492.58373362979074,1415.3571428571436,0.5500137503437587
23,11.221394878447166,145.75798003003,515.9753683087948,1415.3571428571436,0.575014375359384
24,12.252772004837828,158.91034053266048,539.4590861195493,1404.5714285714294,0.6000150003750094
25,13.331738396890566,172.6490254290402,563.0355172065654,1404.5714285714294,0.6250156253906348
26,14.458545364133672,186.97634747996926,586.7052588675562,1393.7857142857151,0.6500162504062602
27,15.633443089727578,201.89463399350643,610.4689011095708,1393.7857142857151,0.6750168754218856
28,16.856680878150954,217.4062276519835,634.3270496987099,1383.000000000001,0.700017500437511
29,18.128507294259542,233.51348624750972,658.2803179954167,1383.000000000001,0.7250181254531364
30,19.449170369969725,250.21878347173333,682.3293308314801,1372.2142857142867,0.7500187504687618
31,20.818917496316466,267.5245059169829,706.4744757150156,1372.2142857142867,0.7750193754843872
32,22.237995345187414,285.43305061012506,730.7162606732518,1361.4285714285725,0.8000200005000125
33,23.706650276037898,303.94682885333896,755.0552471751258,1361.4285714285725,0.8250206255156379
34,25.22512814035284,323.0682625286281,779.4917379748418,1350.6428571428582,0.8500212505312633
35,26.793674317750312,342.7997834868729,804.0262563535472,1350.6428571428582,0.8750218755468887
36,28.41253412102721,363.1438376493752,828.6593693640009,1339.857142857144,0.9000225005625141
37,30.081952851778464,384.10288478806615,853.3916142523778,1339.857142857144,0.9250231255781395
38,31.80217563121006,405.6793955825269,878.2232133201711,1329.0714285714298,0.9500237505937649
39,33.57344671276653,427.87584222108126,903.1542782074489,1329.0714285714298,0.9750243756093903
40,35.39601022805431,450.69470708072186,928.1854071930577,1318.2857142857156,1.0000250006250158
41,37.27011050156085,474.138486020267,953.3170171665226,1318.2857142857156,1.0250256256406411
42,39.19599132264813,498.2096786759794,978.5489889463943,1307.5000000000014,1.0500262506562665
43,41.173895605081796,522.9107836633921,1003.8814877364164,1307.5000000000014,1.075026875671892
44,43.20406607075425,548.2443066388369,1029.314828572392,1296.7142857142871,1.1000275006875173
