,distance,altitude,velocity,mass,time
0,0.0,0.0,0.0,1534.0,0.0
1,0.9573359702901,0.5350080318748951,43.920104871160945,1534.0,0.050002500125006254
2,3.8383901123979567,2.1454682052135468,88.16176888466883,1512.4285714285713,0.10000500025001251
3,8.684597002606234,4.791465509682894,132.75707398774475,1512.4285714285713,0.15000750037501875
4,15.534639065393183,8.437275845557451,177.69439992740445,1490.8571428571427,0.20001000050002501
5,24.413071037327274,13.071815345436335,222.97444777043037,1490.8571428571427,0.2500125006250313
6,35.34235489870634,18.688112564384937,268.5995793380444,1469.285714285714,0.3000150007500375
7,48.34375154741553,25.281805723905563,314.5730161021947,1469.285714285714,0.3500175008750438
8,63.437783802990324,32.85035351663828,360.898507557331,1447.7142857142853,0.40002000100005003
9,80.64450897171544,41.392568204551935,407.5801687114634,1447.7142857142853,0.45002250112505626
10,99.98369352292269,50.90831631049514,454.6223763026773,1426.1428571428567,0.5000250012500626
11,121.47492982152538,61.398314133286476,502.0296451923779,1426.1428571428567,0.5500275013750688
12,145.13772021885757,72.86398293077946,549.8066761711433,1404.571428571428,0.600030001500075
13,170.99153506702032,85.30734038725495,597.9580529952451,1404.571428571428,0.6500325016250813
14,199.05584639152752,98.73091350868344,646.488195523989,1382.9999999999993,0.7000350017500876
15,229.3501609380485,113.13767440244555,695.4016216027302,1382.9999999999993,0.7500375018750938
16,261.89402585712253,128.53097992017865,744.701894059645,1361.4285714285706,0.8000400020001001
17,296.707024904196,144.91451919823885,794.39248136679,1361.4285714285706,0.8500425021251063
18,333.80878770926427,162.292276956141,844.4769467239515,1339.857142857142,0.9000450022501125
19,373.2190155910446,180.66851168870926,894.9583941216139,1339.857142857142,0.9500475023751188
20,414.9574302461675,200.04770346358418,945.8389365398838,1318.2857142857133,1.000050002500125
21,459.04378880645595,220.43453731015325,997.1203501441751,1318.2857142857133,1.0500525026251313
22,505.49782191746266,241.83385459333658,1048.803531011563,1296.7142857142846,1.1000550027501377
23,554.3392766144481,264.2506558597088,1100.891538091824,1296.7142857142846,1.1500575028751439
24,605.5883041240035,287.6902636140585,1153.4032352909926,1275.142857142856,1.20006000300015
25,659.266412746479,312.1587427929044,1206.3838441736277,1275.142857142856,1.2500625031251564
26,715.3967987029255,337.6630351394415,1259.8444539916952,1253.5714285714273,1.3000650032501626
27,774.0020419722282,364.2098973467946,1313.7678222433735,1253.5714285714273,1.3500675033751688
28,835.1044676069988,391.8060586079955,1368.1574845920493,1231.9999999999986,1.4000700035001752
29,898.7266207429246,420.4584290795028,1423.020703258542,1231.9999999999986,1.4500725036251814
30,964.8913766482365,450.17414227873087,1478.3649239659494,1210.42857142857,1.5000750037501875
31,1033.621909670183,480.96053440123796,1534.1976406188533,1210.42857142857,1.550077503875194
32,1104.941743880004,512.8251609914005,1590.5275394631888,1188.8571428571413,1.6000800040002001
33,1178.8747905917926,545.7758081629872,1647.3637150013024,1188.8571428571413,1.6500825041252063
34,1255.4453529310651,579.8204894512892,1704.7152063196447,1167.2857142857126,1.7000850042502127
35,1334.6781375203386,614.9674463607371,1762.5914371679326,1167.2857142857126,1.7500875043752189
36,1416.5982715917107,651.2251516021788,1821.0020546368082,1145.714285714284,1.800090004500225
37,1501.2312918405294,688.6023002080619,1879.9559992959014,1145.714285714284,1.8500925046252314
38,1588.6031450637486,727.1078062020242,1939.4631392902963,1124.1428571428553,1.9000950047502376
39,1678.7402333474113,766.7508191503584,1999.53395346909,1124.1428571428553,1.9500975048752438
40,1771.66943275337,807.5407292246819,2060.1791255371613,1102.5714285714266,2.00010000500025
41,1867.4180871849783,849.4871615543962,2121.4090091524454,1102.5714285714266,2.0501025051252566
42,1966.0140251387909,892.5999808013439,2183.2349385413413,1080.999999999998,2.1001050052502626
43,2067.485596134639,936.8893045373261,2245.6686904959474,1080.999999999998,2.150107505375269
44,2171.861681003068,982.365505259484,2308.7218706804624,1059.4285714285693,2.2001100055002754
45,2279.1716790841547,1029.0392025373876,2372.406225724312,1059.4285714285693,2.2501125056252813
46,2389.4455479291078,1076.9212781190872,2436.734555948343,1037.8571428571406,2.3001150057502877
47,2502.7138356290798,1126.0228879116476,2501.7201115890234,1037.8571428571406,2.350117505875294
48,2619.0077018681127,1176.355469159782,2567.3765962554985,1016.2857142857121,2.4001200060003
49,2738.358939886241,1227.9307479821146,2633.7181880164967,1016.2857142857121,2.4501225061253065
50,2860.7999994115976,1280.7607475407422,2700.759561732166,994.7142857142835,2.500125006250313
51,2986.3639781781785,1334.8577826097608,2768.51376960494,994.7142857142835,2.550127506375319
52,3115.084541015363,1390.2344231382012,2836.994031673219,973.142857142855,2.600130006500325
53,3246.996027532449,1446.9035391882062,2906.2160627950384,973.142857142855,2.6501325066253316
54,3382.133507851369,1504.878323379904,2976.1961281217336,951.5714285714264,2.7001350067503376
55,3520.5328089873738,1564.1723007671535,3046.951069016387,951.5714285714264,2.750137506875344
56,3662.2305424587266,1624.7993391901255,3118.4983308927895,929.9999999999978,2.8001400070003504
57,3807.2641332031626,1686.7736603096128,3190.855992761302,929.9999999999978,2.8501425071253563
58,3955.671849884349,1750.1098511591554,3264.042798607774,908.4285714285693,2.9001450072503627
59,4107.492836677501,1814.822876419872,3338.07819074274,908.4285714285693,2.950147507375369
60,4262.767146629874,1880.9280913434923,3412.982345270337,886.8571428571407,3.000150007500375
61,4421.535776698902,1948.4412554092705,3488.776209839782,886.8571428571407,3.0501525076253815
62,4583.84070457859,2017.3785467259586,3565.4815438571304,865.2857142857122,3.100155007750388
63,4749.724927433236,2087.7565772868693,3643.120961351375,865.2857142857122,3.150157507875394
64,4919.232502666873,2159.5924090594053,3721.717976707112,843.7142857142836,3.2001600080004002
65,5092.408590867058,2232.9035710021853,3801.2970534960477,843.7142857142836,3.2501625081254066
66,5269.299501072773,2307.708077032119,3881.883656661935,822.1428571428551,3.3001650082504126
67,5449.952738528522,2384.0244451016188,3963.504308338238,822.1428571428551,3.350167508375419
68,5634.417055100191,2461.87171728909,4046.186647605382,800.5714285714265,3.4001700085004254
69,5822.742502543044,2541.269481178373,4129.959494525084,800.5714285714265,3.4501725086254313
70,6014.980488828647,2622.2378924302757,4200.479191213672,782.595238095236,3.5001750087504377
71,6208.525638598944,2703.6788728684187,4199.7024822126705,782.595238095236,3.550177508875444
72,6402.062239221247,2785.0382700003684,4198.926700200039,782.595238095236,3.60018000900045
73,6595.581194469186,2866.3122655637562,4197.756493669389,782.595238095236,3.6501825091254565
74,6789.07344162622,2947.4970599338412,4196.588352603205,217.0,3.700185009250463
75,6982.539050370808,3028.5926918573678,4195.422271893389,217.0,3.750187509375469
76,7175.978090153099,3109.599199913442,4194.258246452139,217.0,3.8001900095004753
77,7369.390630195771,3190.516622554511,4193.096271211862,217.0,3.8501925096254817
78,7562.7767394948605,3271.344998076558,4191.936341125086,217.0,3.9001950097504876
79,7756.136486820598,3352.0843646265566,4190.778451164377,217.0,3.950197509875494
80,7949.469940718226,3432.7347602136433,4189.622596322247,217.0,4.0002000100005
81,8142.777169508825,3513.296222705394,4188.468771611073,217.0,4.050202510125507
82,8336.05824129013,3593.7687898166478,4187.31697206301,217.0,4.100205010250513
83,8529.31322393735,3674.1524991206825,4186.167192729905,217.0,4.150207510375519
84,8722.542185103972,3754.4473880529404,4185.019428683216,217.0,4.200210010500525
85,8915.745192222577,3834.6534939073026,4183.8736750139215,217.0,4.2502125106255315
86,9108.922312505643,3914.7708538249135,4182.729926832445,217.0,4.300215010750538
